,KIC,KOI,Kepler,Period,Rp/R*,Status
5360,9072639,4198.01,               ,1.18286598,0.004405, PPFF
5361,5340878,4199.01, Kepler-1566 b ,0.53991414,0.008864, PPFP
5364,5084171,4202.01, Kepler-1567 b ,153.9790022,0.02581, PPPP
5366,10593535,4204.01, Kepler-1568 b ,20.92546646,0.009689, PPPP
5367,3450040,4205.01,               ,1.16696084,0.009089, PPPP
5369,9456281,4207.01,               ,0.70194417,0.013952, PPPP
5370,5129453,4208.01,               ,3.05772267,0.015615, PPPP
5375,1724719,4212.01, Kepler-1569 b ,5.79176656,0.010078, PPPP
5376,1724719,4212.02,               ,10.09900222,0.009442, PPPP
5379,9366617,4215.01, Kepler-1570 b ,26.54879197,0.010929, PPPP
5386,9183378,4222.01, Kepler-1571 b ,3.38558812,0.010198, PPPP
5390,9491832,4226.01,               ,49.56439577,0.009814, PPPP
5394,9872831,4230.01, Kepler-1572 b ,5.49547709,0.008677, PPPP
5396,11509504,4232.01, Kepler-1573 b ,2.61576216,0.010295, PPPP
5398,11611275,4234.01, Kepler-1574 b ,6.94252287,0.011755, PPPP
5399,10794974,4235.01,               ,66.64302877,0.014785, PPPP
5405,9285568,4241.01, Kepler-1575 b ,2.55315003,0.012682, PPPP
5406,9514372,4242.01,               ,145.7872511,0.017762, PPPP
5409,12737015,4245.01,               ,24.66868254,0.009692, PPPP
5410,5177859,4246.01, Kepler-1576 b ,6.98474826,0.008744, PPFP
5411,5177859,4246.02,               ,8.75630846,0.008357, PPPN
5412,5177859,4246.03,               ,5.558328,0.006733, PNNN
5413,8482059,4247.01,               ,349.4457124,0.02531, PPNN
5417,8741470,4251.01,               ,6.23969456,0.012198, PPPP
5418,10525049,4252.01, Kepler-1948 b ,15.57139902,0.012058, PPPP
5419,9202434,4253.01,               ,173.2571673,0.049878, PPNP
5421,10407482,4255.01, Kepler-1577 b ,6.30557375,0.012557, PPPP
5423,7901016,4257.01,               ,41.67505677,0.010937, PPPF
5425,5785279,4259.01,               ,0.90913267,0.009098, PPPF
5429,7429287,4260.04,               ,84.79814544,0.006821, PPPN
5430,10526887,4261.01, Kepler-1578 b ,1.45089114,0.010802, PPPP
5433,12509829,4264.01,               ,0.88847644,0.016782, PPFF
5436,7450747,4267.01, Kepler-1949 b ,2.20826594,0.008542, PPPP
5437,7826620,4268.01, Kepler-1579 b ,0.84990467,0.01021, PPPP
5438,8890924,4269.01,               ,26.65644467,0.011598, PPPP
5439,8890924,4269.02,               ,4.44083084,0.005321, PPFF
5443,9716028,4273.01,               ,17.37297756,0.00806, PPPP
5444,6223324,4274.01,               ,1.97507721,0.010621, PPPP
5446,6026924,4276.01, Kepler-1580 b ,56.64448485,0.009544, PPPP
5457,11081504,4287.01,               ,13.12300309,0.006149, PPPP
5458,11081504,4287.02,               ,9.61822502,0.00467, PPPP
5459,4548011,4288.01, Kepler-1581 b ,6.28385406,0.005529, PPPP
5460,4548011,4288.02,               ,9.08742267,0.005568, PPPP
5462,4548011,4288.04,               ,13.95134254,0.005527, PPPN
5464,5868793,4290.01, Kepler-1582 b ,4.83806454,0.036737, PPPP
5466,10063208,4292.01, Kepler-1583 b ,9.32827437,0.006161, PPPP
5469,7596240,4295.01, Kepler-1584 b ,13.39964999,0.012054, PPPP
5470,7661893,4296.01,               ,2.49385974,0.006388, PPPP
5472,2852941,4298.01,               ,2.89494433,0.006371, PPPF
5475,8507475,4300.01, Kepler-1585 b ,3.58274263,0.017589, PPPP
5476,8773015,4301.01, Kepler-1586 b ,15.60477693,0.007991, PPPP
5477,8773015,4301.02,               ,6.31912066,0.005541, PPPP
5478,6290935,4302.01,               ,5.53326373,0.006926, PPPP
5479,12734396,4303.01,               ,200.7225407,0.026411, PPFN
5480,11612280,4304.01, Kepler-1587 b ,9.40608417,0.008238, PPPP
5483,3558849,4307.01,               ,160.8519085,0.018953, PPPP
5487,7103919,4310.01, Kepler-1950 b ,10.77694387,0.012401, PPPP
5489,10722485,4312.01, Kepler-1588 b ,7.84919297,0.007722, PPPP
5495,9286088,4318.01,               ,14.81662593,0.009712, PPPN
5497,5095082,4320.01, Kepler-1951 b ,20.65813961,0.009139, PPPP
5501,5385410,4323.01,               ,11.49587881,0.009697, PPPP
5504,7749002,4325.01,               ,0.6099222,0.010724, PPPP
5506,5371777,4327.01, Kepler-1589 b ,0.99166097,0.008076, PPPP
5508,12456063,4329.01,               ,17.80097527,0.00619, PPPP
5510,5096053,4331.01,               ,1.71785159,0.007756, PPPP
5512,2576962,4333.01,               ,309.2495369,0.01745, PPNN
5513,10140274,4334.01,               ,2.44231213,0.01364, PPPP
5514,10730070,4335.01, Kepler-1590 b ,7.61761424,0.0086, PPPP
5516,8573193,4337.01, Kepler-1591 b ,8.18505768,0.009308, PPPP
5520,6792908,4341.01,               ,10.77825061,0.008923, PPPP
5522,8087812,4343.01, Kepler-1952 b ,27.21047555,0.009155, PPPP
5524,10534155,4345.01,               ,4.32710504,0.009643, PPPP
5525,9509343,4346.01,               ,6.39268861,0.011781, PPPP
5526,3244792,4347.01, Kepler-1592 b ,3.05709371,0.011146, PPPP
5530,5436161,4351.01,               ,0.64432186,0.188406, PPNN
5532,4571844,4353.01,               ,17.80784365,0.036656, PPPP
5539,8459663,4356.01, Kepler-1593 b ,174.5107028,0.035532, PPPP
5540,3550372,4357.01,               ,0.68117927,0.011494, PPPP
5541,7191646,4358.01,               ,106.9553298,0.021745, PPPP
5543,10669994,4360.01, Kepler-1594 b ,2.71604256,0.009172, PPPP
5544,7801070,4361.01,               ,75.87831109,0.030455, PPPP
5547,7427764,4364.01, Kepler-1595 b ,4.56382191,0.012931, PPPP
5551,10647452,4366.01,               ,0.76294807,0.012836, PPPP
5552,4773392,4367.01,               ,170.9972814,0.020056, PPPP
5557,11444514,4371.01, Kepler-1596 b ,66.36858844,0.018635, PPPP
5558,9702006,4372.01, Kepler-1953 b ,6.24569066,0.013126, PPPP
5560,10991114,4374.01,               ,3.70388018,0.010447, PPPP
5563,4945764,4377.01,               ,19.87461249,0.009842, PPPP
5568,6937529,4382.01, Kepler-1597 b ,2.9464558,0.006999, PPPP
5569,6937529,4382.02,               ,3.98157196,0.006363, PPNN
5570,9883606,4383.01, Kepler-1598 b ,4.34191602,0.007903, PPPP
5571,9883606,4383.02,               ,2.58396862,0.006671, PPPP
5572,5860968,4384.01, Kepler-1599 b ,122.3516569,0.017229, PPPP
5573,3645438,4385.01, Kepler-1600 c ,7.29810443,0.017393, PPPP
5574,3645438,4385.02, Kepler-1600 b ,386.3728943,0.032935, PPPP
5575,3645438,4385.03,               ,17.3702977,0.016847, PPPP
5576,8480582,4386.01, Kepler-1702 b ,18.50113894,0.018844, PPPP
5579,9588822,4388.02,               ,61.83554664,0.008806, PPPN
5580,2997459,4389.01,               ,16.33716347,0.013775, PPPP
5581,8330207,4390.01,               ,1.63668078,0.027136, PPPP
5582,6359926,4391.01,               ,49.47576859,0.015844, PPPP
5584,8324518,4393.01,               ,1.6288804,0.01037, PPPP
5586,3103473,4395.01,               ,1.9200697,0.013603, PPPP
5590,11296045,4396.04,               ,437.5153254,0.017832, PPNN
5592,5802637,4398.01,               ,7.34227605,0.017487, PPPP
5593,8345384,4399.01,               ,42.10039465,0.013589, PPPP
5594,2831055,4400.01, Kepler-1601 b ,2.20924033,0.007098, PPPP
5597,7703882,4403.01, Kepler-1954 b ,5.88361181,0.01381, PPPP
5599,10745365,4405.01,               ,8.9173444,0.012726, PPPP
5601,8396660,4407.01,               ,1.33806967,0.00406, PPPP
5603,5308537,4409.01, Kepler-1955 b ,14.26504821,0.007554, PPPP
5604,6350882,4410.01,               ,5.04402851,0.014504, PPPP
5605,5281113,4411.01, Kepler-1602 b ,11.1792908,0.008878, PPPP
5614,7582691,4419.01,               ,0.25981987,0.015304, PPPF
5616,9836563,4421.01,               ,4.72693561,0.004739, PPPP
5617,9836563,4421.02,               ,6.55935685,0.004668, PPPP
5621,7046035,4424.01, Kepler-1603 b ,2.27165812,0.008354, PPPP
5623,8240790,4426.01,               ,369.1192934,0.013819, PPNN
5624,4172805,4427.01,               ,147.6619517,0.030157, PPPP
5625,5126182,4428.01,               ,13.00291096,0.013901, PPPP
5627,9642018,4430.01,               ,0.50511196,0.016075, PPFF
5628,9936080,4431.01,               ,19.56510588,0.00728, PPPP
5633,8278685,4435.01,               ,10.86138201,0.00745, PPPP
5634,8278685,4435.02,               ,17.86921772,0.006759, PPNN
5640,8416523,4441.01, Kepler-1604 b ,0.34184242,0.01524, PPPP
5641,11124436,4442.01,               ,13.94803101,0.010049, PPPP
5642,5780855,4443.01,               ,5.67586801,0.006668, PPPP
5643,11718389,4444.01, Kepler-1956 b ,5.9437399,0.01539, PPPP
5645,10329196,4446.01, Kepler-1605 b ,85.75695898,0.011336, PPPP
5646,10604592,4447.01, Kepler-1957 b ,2.18660592,0.010005, PPPP
5649,7429240,4450.01, Kepler-1606 b ,196.4372882,0.022943, PPPP
5650,10120548,4451.01,               ,8.83029684,0.015724, PPPP
5651,4474462,4452.01,               ,12.85744387,0.009559, PPPP
5656,3557560,4456.01,               ,7.42971494,0.012133, PPPP
5657,12109267,4457.01,               ,79.33289076,0.011935, PPPP
5660,9947389,4460.01,               ,284.7244354,0.017432, PPPP
5663,6197344,4463.01,               ,36.76125001,0.011097, PPPP
5664,11357664,4464.01,               ,4.37355136,0.018759, PPPP
5666,7272132,4466.01,               ,154.6766778,0.019443, PPPP
5667,5352640,4467.01,               ,2.94242788,0.015811, PPPP
5673,7133294,4473.01, Kepler-1607 b ,13.64750146,0.008074, PPFP
5674,4381429,4474.01, Kepler-1608 b ,16.47327899,0.020053, PPPP
5677,6276791,4477.01,               ,5.30180411,0.012756, PPPP
5678,6276791,4477.02, Kepler-1958 b ,9.32859304,0.017497, PPPP
5679,8636600,4478.01, Kepler-1959 b ,6.38673564,0.01391, PPPP
5681,10467714,4480.01,               ,58.74818956,0.02009, PPPP
5683,7778427,4482.01,               ,5.38288467,0.005501, PPPP
5685,9898017,4484.01, Kepler-1960 b ,2.29793629,0.008527, PPPP
5688,8098212,4487.01,               ,3.48748796,0.008511, PPPP
5692,4556468,4491.01, Kepler-1609 b ,114.3341207,0.014189, PPPP
5696,5552562,4495.01,               ,5.93231861,0.013138, PPPP
5697,6186182,4496.01,               ,96.38448533,0.022138, PPPN
5698,12645057,4497.01,               ,6.83004916,0.012692, PPPP
5699,4844367,4498.01,               ,17.16258723,0.015322, PPPP
5700,10937749,4499.01,               ,5.19895993,0.010884, PPPP
5701,9100953,4500.01, Kepler-1610 b ,8.70179277,0.015778, PPPP
5702,9100953,4500.02,               ,44.9847468,0.02255, PPPP
5703,9100953,4500.03,               ,14.75102769,0.017686, PPPF
5706,10907132,4503.01,               ,5.89085895,0.015165, PPPP
5707,6520753,4504.01,               ,4.13032217,0.016488, PPPP
5708,6520753,4504.02,               ,8.1193947,0.017206, PPPP
5709,8493354,4505.01,               ,18.00713163,0.008367, PPPP
5710,4545570,4506.01, Kepler-1961 b ,5.60470298,0.013201, PPPP
5712,5457326,4508.01,               ,2.49913892,0.011978, PPPP
5713,11350118,4509.01,               ,12.00372576,0.015408, PPPP
5714,11671579,4510.01, Kepler-1611 b ,5.17617602,0.008212, PPPP
5717,9216775,4513.01, Kepler-1612 b ,3.91792207,0.009989, PPPP
5723,10003058,4519.01,               ,148.5687724,0.018644, PPPN
5724,9031703,4520.01,               ,9.33385176,0.007628, PPPP
5727,8700895,4523.01,               ,5.68248925,0.008305, PPPP
5728,5003670,4524.01, Kepler-1962 b ,7.99141011,0.011061, PPPP
5729,5003670,4524.02,               ,4.52626961,0.009552, PPPN
5730,5003670,4524.03,               ,3.33932408,0.008842, PPPP
5732,3765917,4526.01,               ,30.5386946,0.018763, PPPP
5733,3765917,4526.02,               ,11.81970807,0.013924, PPPP
5735,7833305,4528.01,               ,8.31220845,0.007587, PPPP
5737,12647577,4530.01,               ,12.6361545,0.010283, PPPP
5743,3547760,4535.02,               ,5.78892781,0.009064, PPNP
5749,5511659,4541.01,               ,8.52910804,0.016591, PPPP
5750,5511659,4541.02,               ,17.23602387,0.016671, PPPP
5754,10140122,4545.01,               ,0.84935535,0.009908, PPPP
5757,3223433,4548.01,               ,61.07879884,0.013906, PPPN
5758,6523058,4549.01,               ,2.04816465,0.012484, PPPP
5759,5977470,4550.01, Kepler-1653 b ,140.2510068,0.021181, PPPP
5760,11769689,4551.01,               ,14.71785283,0.01077, PPPP
5763,6369131,4554.01,               ,8.07722128,0.008087, PPPP
5766,10257229,4557.01,               ,5.75655223,0.007427, PPPP
5767,5431027,4558.01,               ,8.82336636,0.009455, PPPF
5770,7747457,4561.01, Kepler-1613 b ,1.51873943,0.013022, PPPP
5773,10585749,4563.01,               ,54.33360633,0.011184, PPPP
5776,11650401,4566.01, Kepler-1614 b ,3.94661678,0.016004, PPPP
5777,8332521,4567.01,               ,14.74459462,0.007351, PPPP
5778,8332521,4567.02,               ,4.67254109,0.00838, PPPP
5782,4060229,4570.01,               ,35.01727241,0.015853, PPPP
5783,6761777,4571.01, Kepler-1615 b ,47.3115526,0.013468, PPPP
5787,9893468,4575.01,               ,201.3364608,0.010647, PPPN
5789,10610039,4577.01,               ,105.9975574,0.019611, PPPP
5790,10610039,4577.02,               ,3.0736889,0.008951, PPPN
5793,8628761,4580.01,               ,6.30431245,0.005988, PPPP
5794,2572029,4581.01,               ,6.00610956,0.005667, PPPP
5795,7905106,4582.01,               ,4.22438662,0.003464, PPPP
5796,9007151,4583.01,               ,330.8926574,0.025736, PPNN
5798,9009036,4585.01, Kepler-1616 b ,6.76283842,0.006687, PPPP
5799,11506654,4586.01,               ,75.21189971,0.017516, PPPP
5800,5687700,4587.01,               ,6.36282918,0.011707, PPPP
5801,8806985,4588.01,               ,7.53743815,0.005996, PPPP
5803,12204137,4590.01,               ,9.54052764,0.019679, PPPP
5804,5389956,4591.01,               ,1.80926719,0.009137, PPPP
5808,12265786,4595.01,               ,0.59701491,0.01581, PPPP
5810,10873178,4597.01,               ,4.82019843,0.009527, PPPP
5815,11153476,4601.01,               ,7.94013963,0.008348, PPPP
5816,6144039,4602.01,               ,2.858523,0.008435, PPPP
5817,8430053,4603.01,               ,15.95144953,0.0093, PPPP
5819,12458605,4605.01,               ,7.78568037,0.006342, PPPP
5827,10220837,4613.01, Kepler-1963 b ,1.96228644,0.007543, PPPP
5828,7583650,4614.01,               ,6.45465257,0.007931, PPPP
5831,9701962,4617.01, Kepler-1617 b ,27.47836496,0.008237, PPPP
5836,11284772,4622.01, Kepler-441 b  ,207.2488504,0.026, PPPP
5837,11284772,4622.02,               ,4.50158393,0.012211, PPPN
5840,11519187,4625.01, Kepler-1964 b ,2.44084273,0.020793, PPFP
5841,3539231,4626.01,               ,91.95803478,0.015968, PPPF
5842,6311891,4627.01,               ,7.51731647,0.01166, PPPP
5845,7834045,4630.01,               ,44.69778385,0.014884, PPPP
5847,6070337,4632.01,               ,40.0687877,0.024564, PPPP
5848,5954001,4633.01,               ,11.69288346,0.007677, PPPP
5849,8196226,4634.01,               ,4.02742602,0.008393, PPPP
5852,9457728,4637.01,               ,4.37989104,0.003606, PPPP
5856,9412623,4640.01, Kepler-1618 b ,6.10838709,0.007316, PPPP
5859,11655826,4643.01,               ,5.59353271,0.014382, PPPP
5860,1721157,4644.01,               ,3.44929804,0.01396, PPPP
5863,9947653,4647.01,               ,37.90506997,0.009051, PPPP
5864,9947653,4647.02,               ,12.00853198,0.007971, PPPP
5866,4750669,4649.01,               ,3.38418479,0.013774, PPPP
5868,6717252,4651.01,               ,1.19259923,0.007097, PPPP
5870,11181260,4653.01,               ,19.9780989,0.00847, PPPP
5872,2558163,4655.01,               ,17.54353564,0.01305, PPPP
5873,8107611,4656.01,               ,3.81837117,0.006637, PPPP
5874,6527078,4657.01,               ,7.57606329,0.00643, PPPF
5875,6527078,4657.02,               ,10.43154013,0.007096, PPPP
5877,2857607,4659.01, Kepler-1965 b ,41.86763183,0.011308, PPPP
5879,5962262,4661.01, Kepler-1966 b ,8.61746396,0.011259, PPPP
5881,7515336,4663.01,               ,5.65691513,0.005216, PPPP
5884,11337012,4666.01,               ,12.40159542,0.01312, PPPP
5885,8359569,4667.01,               ,152.8258312,0.020104, PPPN
5888,9837828,4670.01,               ,6.80889576,0.028658, PPNP
5892,6839010,4674.01,               ,4.84345661,0.00648, PPPP
5899,4587135,4680.01,               ,54.08141832,0.018735, PPPP
5904,3867794,4685.01,               ,0.49424749,0.013868, PPPP
5905,5819801,4686.01,               ,11.82994611,0.005898, PPPP
5910,9773980,4691.01,               ,3.38792271,0.008093, PPPP
5912,10972902,4692.02,               ,7.67226616,0.008459, PPPN
5913,8417078,4693.01, Kepler-1619 b ,23.62126181,0.007119, PPPP
5914,9457948,4694.01,               ,19.25235696,0.011033, PPPP
5918,10663738,4698.01,               ,8.52751457,0.009767, PPPP
5919,7891294,4699.01,               ,3.07713404,0.00545, PPPP
5920,9413156,4700.01,               ,3.83482795,0.014184, PPPP
5921,9413156,4700.02,               ,66.47774216,0.021352, PPPN
5926,5642688,4705.01,               ,1.473325,0.010293, PPPF
5927,10026502,4706.01, Kepler-1620 b ,101.9531051,0.011529, PPPP
