,KIC,KOI,Kepler,Period,Rp/R*,Status
1669,10460629,1168.01,               ,856.6697605,0.027174, PPNN
1670,10319385,1169.01,               ,0.68921014,0.012632, PPPP
1671,10482160,1170.01, Kepler-1739 b ,7.34372272,0.022134, PPPP
1676,10350571,1175.01, Kepler-784 b  ,31.59244542,0.010966, PPPP
1677,10350571,1175.02,               ,17.15709398,0.009615, PPPP
1679,3749365,1176.01, Kepler-785 b  ,1.9737609,0.164175, PPPP
1694,3859628,1191.01, Kepler-1740 b ,8.17243384,0.026617, PPPP
1698,3554031,1194.01, Kepler-415 c  ,8.70793158,0.033651, PPPP
1699,3554031,1194.02,               ,14.86216896,0.025985, PPFF
1700,3554031,1194.03, Kepler-415 b  ,4.17629424,0.020697, PPPP
1703,3348082,1196.02, Kepler-274 b  ,11.63491432,0.015595, PPPP
1704,3348082,1196.03, Kepler-274 c  ,33.19813607,0.016803, PPPP
1706,3447722,1198.01, Kepler-275 c  ,16.08826322,0.022516, PPPP
1707,3447722,1198.02, Kepler-275 b  ,10.30061924,0.015265, PPPP
1708,3447722,1198.03, Kepler-275 d  ,35.67556697,0.020231, PPPP
1710,3859079,1199.01, Kepler-786 b  ,53.52895731,0.029256, PPPP
1712,4061149,1201.01, Kepler-1741 b ,2.75758141,0.021757, PPPP
1713,3444588,1202.01, Kepler-787 b  ,0.92831157,0.017909, PPPP
1714,3962243,1203.01, Kepler-276 c  ,31.88385912,0.027332, PPPP
1715,3962243,1203.02, Kepler-276 b  ,14.12835319,0.02295, PPPP
1716,3962243,1203.03, Kepler-276 d  ,48.64813648,0.021975, PPPP
1717,3438507,1204.01, Kepler-788 b  ,8.39850207,0.01704, PPPP
1718,3869014,1205.01, Kepler-789 b  ,8.63855271,0.018119, PPPP
1719,3756801,1206.01,               ,422.9144219,0.0368, PPNN
1720,3732821,1207.01, Kepler-790 b  ,13.73469545,0.024644, PPPP
1722,3534076,1209.01,               ,272.0862741,0.066484, PPNN
1723,3962357,1210.01, Kepler-791 b  ,14.55391991,0.016427, PPPP
1725,3749134,1212.01, Kepler-792 b  ,11.3013194,0.015243, PPPP
1727,3660924,1214.01, Kepler-793 b  ,4.24153832,0.012696, PPPP
1728,3939150,1215.01, Kepler-277 b  ,17.32418683,0.014248, PPPP
1729,3939150,1215.02, Kepler-277 c  ,33.00640312,0.015375, PPPP
1730,3839488,1216.01, Kepler-794 b  ,11.13128346,0.013271, PPPP
1732,3442055,1218.01, Kepler-795 b  ,29.61946619,0.016202, PPPP
1734,4043190,1220.01, Kepler-796 b  ,6.40082928,0.010501, PPPP
1735,3640905,1221.01, Kepler-278 b  ,30.15979261,0.011869, PPPP
1736,3640905,1221.02, Kepler-278 c  ,51.07739536,0.010646, PPPP
1753,6677841,1236.01, Kepler-279 c  ,35.73391416,0.025718, PPFP
1754,6677841,1236.02, Kepler-279 b  ,12.30971149,0.018495, PPFP
1755,6677841,1236.03, Kepler-279 d  ,54.4114068,0.023266, PPNP
1756,6677841,1236.04,               ,98.35919826,0.019093, PPPN
1758,6383821,1238.01, Kepler-797 b  ,27.07239897,0.020809, PPPP
1759,6607286,1239.01,               ,0.7832745,0.014859, PPPP
1760,6607286,1239.02,               ,3.1740504,0.015412, PPPP
1761,6690082,1240.01, Kepler-280 b  ,2.13955509,0.014839, PPPP
1762,6690082,1240.02, Kepler-280 c  ,4.80709495,0.019694, PPPP
1763,6690082,1240.03,               ,9.82541584,0.008837, PNNN
1764,6448890,1241.01, Kepler-56 c   ,21.40536165,0.023539, PPPP
1765,6448890,1241.02, Kepler-56 b   ,10.50071206,0.013421, PPFP
1766,6607447,1242.01,               ,99.64429261,0.076267, PPPP
1769,6693640,1245.01, Kepler-798 b  ,13.7193397,0.016484, PPPP
1770,6441738,1246.01,               ,19.03715034,0.018378, PPPP
1775,8620565,1250.02,               ,1.21367335,0.070723, PPNN
1782,8751933,1257.01, Kepler-420 b  ,86.64764466,0.076962, PPFP
1783,8630788,1258.01, Kepler-281 c  ,36.33749126,0.054725, PPPP
1784,8630788,1258.02, Kepler-281 b  ,14.64632731,0.022285, PPPP
1785,8630788,1258.03, Kepler-281 d  ,148.2723105,0.037708, PPPP
1788,8678594,1261.01, Kepler-799 b  ,133.4608138,0.064075, PPPP
1789,8678594,1261.02, Kepler-799 c  ,15.1942123,0.017579, PPPP
1792,8612847,1264.01, Kepler-800 b  ,14.13174742,0.029324, PPPP
1794,8547140,1266.01, Kepler-801 b  ,11.41927696,0.027441, PPPP
1796,8813698,1268.01,               ,268.94117,0.095263, PPPP
1798,8564587,1270.01, Kepler-57 b   ,5.72933165,0.026818, PPPP
1799,8564587,1270.02, Kepler-57 c   ,11.60910484,0.020119, PPPP
1800,8631160,1271.01,               ,162.0452874,0.067381, PPPP
1802,8806072,1273.01, Kepler-802 b  ,40.05877679,0.031999, PPPP
1803,8800954,1274.01, Kepler-421 b  ,704.9885339,0.049237, PPNN
1804,8583696,1275.01, Kepler-803 b  ,50.28638045,0.030592, PPPP
1805,8804283,1276.01,               ,22.7902174,0.022464, PPPP
1806,8804283,1276.02,               ,13.26071518,0.012804, PPPP
1807,8804283,1276.03,               ,7.70974541,0.007884, PNNN
1809,8609450,1278.01, Kepler-282 d  ,24.80566736,0.022824, PPPP
1810,8609450,1278.02, Kepler-282 e  ,44.34723441,0.025759, PPPP
1811,8609450,1278.03, Kepler-282 b  ,9.22083801,0.010885, PPPP
1812,8609450,1278.04, Kepler-282 c  ,13.64007155,0.011684, PPPP
1814,8628758,1279.01, Kepler-804 b  ,14.37454235,0.016748, PPPP
1815,8628758,1279.02, Kepler-804 c  ,9.65181407,0.009357, PPPP
1817,8742590,1281.01, Kepler-1742 b ,49.47815354,0.020456, PPPP
1818,8822366,1282.01, Kepler-805 b  ,30.86409968,0.014684, PPPP
1819,8700771,1283.01, Kepler-806 b  ,8.09224114,0.007443, PPPP
1824,10790387,1288.01, Kepler-807 b  ,117.9311208,0.088547, PPPP
1835,10604335,1298.01, Kepler-283 b  ,11.00817355,0.034252, PPPP
1836,10604335,1298.02, Kepler-283 c  ,92.749692,0.029789, PPFP
1837,10864656,1299.01, Kepler-432 b  ,52.50073495,0.027396, PPPP
1838,10975146,1300.01, Kepler-808 b  ,0.63133092,0.018767, PPPP
1839,10538176,1301.01, Kepler-284 b  ,12.6990945,0.025561, PPPP
1840,10538176,1301.02, Kepler-284 c  ,37.51434732,0.027517, PPPP
1841,10724369,1302.01, Kepler-809 b  ,55.63911735,0.026732, PPPP
1842,10867062,1303.01,               ,34.29698128,0.023858, PPPP
1843,10744335,1304.01, Kepler-810 b  ,4.59727639,0.016325, PPPP
1844,10730034,1305.01, Kepler-285 b  ,2.63384407,0.014572, PPPP
1845,10730034,1305.02, Kepler-285 c  ,6.18666724,0.01285, PPPP
1846,10858691,1306.01, Kepler-286 b  ,1.79631631,0.013397, PPPP
1847,10858691,1306.02, Kepler-286 c  ,3.46807214,0.01442, PPPP
1848,10858691,1306.03, Kepler-286 d  ,5.91427708,0.014545, PPPP
1849,10858691,1306.04, Kepler-286 e  ,29.22129979,0.018278, PPPP
1850,10973814,1307.01, Kepler-287 c  ,44.85181203,0.025466, PPPP
1851,10973814,1307.02, Kepler-287 b  ,20.34231546,0.021678, PPPP
1852,10586208,1308.01, Kepler-811 b  ,23.58434965,0.018915, PPPP
1853,10854768,1309.01, Kepler-812 b  ,10.11718142,0.015669, PPPP
1854,10964440,1310.01, Kepler-813 b  ,19.12942182,0.019174, PPPP
1855,10964440,1310.02,               ,144.6838917,0.018387, PPPN
1856,10713616,1311.01, Kepler-1667 b ,83.57796602,0.023028, PPPP
1857,10963242,1312.01, Kepler-814 b  ,6.14703408,0.014563, PPPP
1860,10585852,1314.01, Kepler-815 b  ,8.5750621,0.011312, PPPP
1861,10928043,1315.01,               ,6.84642402,0.011244, PPPP
1862,10794087,1316.01, Kepler-1743 b ,7.64970835,0.006815, PPPP
1868,4164994,1320.01, Kepler-816 b  ,10.5068281,0.103107, PPPP
1871,4076098,1323.01, Kepler-817 b  ,3.99010616,0.071692, PPPP
1873,4282872,1325.01, Kepler-818 b  ,10.03538321,0.048679, PPPP
1876,4074736,1328.01,               ,80.96695353,0.063157, PPPP
1877,4072526,1329.01, Kepler-819 b  ,33.19959057,0.029967, PPPP
1880,4274548,1331.01,               ,6.80085697,0.023762, PPPP
1881,4455231,1332.01, Kepler-288 c  ,19.30578896,0.0242, PPPP
1882,4455231,1332.02, Kepler-288 b  ,6.09748969,0.013453, PPPP
1883,4455231,1332.03, Kepler-288 d  ,56.63841999,0.022141, PPPP
1887,4155328,1335.01, Kepler-820 b  ,127.8335813,0.039449, PPPP
1888,4077526,1336.01, Kepler-58 b   ,10.21868514,0.019491, PPPP
1889,4077526,1336.02, Kepler-58 c   ,15.57355475,0.019904, PPPP
1890,4077526,1336.03, Kepler-58 d   ,40.1011493,0.02182, PPPP
1891,4077526,1336.04,               ,4.45817348,0.012703, PPPP
1892,4243911,1337.01, Kepler-821 b  ,1.92281108,0.014554, PPPP
1893,4466677,1338.01, Kepler-822 b  ,3.22296839,0.014098, PPPP
1894,4466677,1338.02,               ,42.03714532,0.015152, PPPF
1895,4466677,1338.03,               ,21.01182965,0.011945, PPPF
1896,4135665,1339.01, Kepler-823 b  ,4.16809069,0.014748, PPPP
1898,4650674,1341.01, Kepler-824 b  ,4.51435393,0.014031, PPPP
1899,4275721,1342.01, Kepler-825 b  ,3.77360533,0.012358, PPPP
1900,4275721,1342.02, Kepler-825 c  ,8.18185006,0.016069, PPPP
1902,4136466,1344.01, Kepler-826 b  ,4.48761973,0.009816, PPPP
1912,7303287,1353.01, Kepler-289 c  ,125.8654422,0.101736, PPPP
1913,7303287,1353.02, Kepler-289 b  ,34.54399807,0.019284, PPPP
1914,7303287,1353.03,               ,66.01646112,0.022543, PPPN
1916,7211141,1355.01, Kepler-827 b  ,51.92913645,0.053138, PPPP
1917,7363829,1356.01,               ,787.4323521,0.071859, PPNN
1918,6719086,1357.01,               ,3.0143339,0.027875, PPPP
1919,7376983,1358.01,               ,5.64492487,0.033255, PPPP
1920,7376983,1358.02,               ,8.74287505,0.024913, PPPP
1921,7376983,1358.03,               ,3.64833292,0.01734, PPPP
1922,7376983,1358.04,               ,2.34585905,0.015951, PPPP
1923,6946199,1359.01, Kepler-1744 b ,37.10107953,0.033956, PPPP
1924,6946199,1359.02,               ,104.8204406,0.069256, PPPP
1925,7102227,1360.01, Kepler-290 c  ,36.77055611,0.032952, PPPP
1926,7102227,1360.02, Kepler-290 b  ,14.58931266,0.026018, PPPP
1927,7102227,1360.03,               ,0.76401565,0.01024, PPPP
1928,6960913,1361.01, Kepler-61 b   ,59.87789753,0.033652, PPPP
1929,6837146,1362.01,               ,20.51362711,0.031232, PPPP
1930,6936909,1363.01, Kepler-291 b  ,3.54655078,0.019361, PPPP
1931,6936909,1363.02, Kepler-291 c  ,5.70071253,0.01809, PPPP
1932,6962977,1364.01, Kepler-292 f  ,20.83424102,0.025773, PPPP
1933,6962977,1364.02, Kepler-292 d  ,7.0556802,0.02407, PPPP
1934,6962977,1364.03, Kepler-292 e  ,11.97890111,0.024127, PPPP
1935,6962977,1364.04, Kepler-292 c  ,3.71548205,0.016748, PPPP
1936,6962977,1364.05, Kepler-292 b  ,2.58083692,0.014944, PPPP
1938,6932987,1366.01, Kepler-293 b  ,19.25402827,0.028621, PPPP
1939,6932987,1366.02, Kepler-293 c  ,54.15611972,0.03035, PPPP
1940,6934291,1367.01, Kepler-828 b  ,0.56785714,0.016418, PPPP
1942,7287415,1369.01, Kepler-1745 b ,3.01618524,0.013565, PPPP
1943,6924203,1370.01, Kepler-829 b  ,6.88337071,0.01969, PPPP
1948,6766634,1375.01, Kepler-1746 b ,321.2125429,0.044238, PPPP
1950,7211469,1377.01, Kepler-830 b  ,11.29688667,0.012991, PPPP
1953,7211221,1379.01, Kepler-831 b  ,5.62153985,0.011974, PPPP
1967,9202151,1393.01,               ,1.69474039,0.034277, PPPP
1969,8935810,1395.01, Kepler-1747 b ,6.2303386,0.034469, PPPP
1970,9455556,1396.01, Kepler-294 c  ,6.62644797,0.025923, PPPP
1971,9455556,1396.02, Kepler-294 b  ,3.70120662,0.016595, PPPP
1972,9427402,1397.01,               ,6.24701836,0.035699, PPPP
1973,9269281,1398.01, Kepler-1748 b ,5.82347564,0.027345, PPPP
1974,9100484,1399.01,               ,8.75060911,0.026521, PPPP
1977,9034103,1402.01, Kepler-832 b  ,7.13970815,0.020922, PPPP
1978,9214942,1403.01, Kepler-833 b  ,18.75466622,0.028586, PPPP
1979,8874090,1404.01, Kepler-834 b  ,13.32390445,0.02586, PPPP
1980,8874090,1404.02,               ,18.90618296,0.018252, PPPP
1981,9264949,1405.01, Kepler-835 b  ,11.41906639,0.020727, PPPP
1982,9271752,1406.01, Kepler-836 b  ,11.36113775,0.022035, PPPP
1984,9150827,1408.01, Kepler-1749 b ,14.53408889,0.020586, PPPP
1986,9391208,1409.01, Kepler-837 b  ,16.56067205,0.02409, PPPP
1987,9391506,1410.01, Kepler-838 b  ,15.74952202,0.023632, PPPP
1988,9425139,1411.01,               ,305.0761915,0.057451, PPPP
1989,8950853,1412.01, Kepler-839 b  ,37.81437111,0.018531, PPPP
1990,9006449,1413.01, Kepler-295 b  ,12.64500199,0.012957, PPPP
1991,9006449,1413.02, Kepler-295 c  ,21.52618726,0.012654, PPPP
1992,9006449,1413.03, Kepler-295 d  ,33.88433254,0.013748, PPPP
1999,11026304,1420.01,               ,13.3515079,0.051013, PPPP
2001,11497958,1422.01, Kepler-296 c  ,5.84163696,0.033282, PPPP
2002,11497958,1422.02, Kepler-296 d  ,19.8503022,0.036556, PPPP
2003,11497958,1422.03, Kepler-296 b  ,10.86440372,0.024892, PPPP
2004,11497958,1422.04, Kepler-296 f  ,63.33550636,0.028861, PPPP
2005,11497958,1422.05, Kepler-296 e  ,34.14210338,0.025717, PPPP
2006,11177707,1423.01, Kepler-841 b  ,124.4193992,0.057115, PPPP
2007,11611600,1424.01, Kepler-842 b  ,1.21956877,0.01991, PPPP
2008,11254382,1425.01, Kepler-843 b  ,2.05388218,0.021276, PPPP
2009,11122894,1426.01, Kepler-297 b  ,38.86857676,0.028888, PPPP
2010,11122894,1426.02, Kepler-297 c  ,74.92841333,0.065052, PPPP
2011,11122894,1426.03,               ,150.0216791,0.190323, PPPP
2012,11129738,1427.01, Kepler-844 b  ,2.61302287,0.022489, PPPP
2013,11129738,1427.02,               ,4.88440417,0.01418, PPPP
2014,11401182,1428.01, Kepler-845 b  ,0.92786011,0.020316, PPPP
2015,11030711,1429.01, Kepler-1750 b ,205.9120587,0.044273, PPPP
2016,11176127,1430.01, Kepler-298 b  ,10.47547226,0.029162, PPPP
2017,11176127,1430.02, Kepler-298 c  ,22.92873069,0.02702, PPPP
2018,11176127,1430.03, Kepler-298 d  ,77.4743516,0.03518, PPPP
2019,11075279,1431.01,               ,345.1589171,0.076517, PPPP
2020,11014932,1432.01, Kepler-299 c  ,6.88597657,0.018821, PPPP
2021,11014932,1432.02, Kepler-299 d  ,15.05495546,0.014791, PPPP
2022,11014932,1432.03, Kepler-299 b  ,2.92722182,0.011932, PPPP
2023,11014932,1432.04, Kepler-299 e  ,38.28607433,0.016773, PPPP
2024,11288505,1433.01, Kepler-846 b  ,19.80784861,0.022917, PPPP
2025,11493431,1434.01, Kepler-847 b  ,2.34322914,0.014052, PPPP
2026,11037335,1435.01, Kepler-300 c  ,40.71513857,0.021838, PPPP
2027,11037335,1435.02, Kepler-300 b  ,10.44638062,0.017226, PPPP
2028,11389771,1436.01, Kepler-301 b  ,2.50855472,0.013403, PPPP
2029,11389771,1436.02, Kepler-301 d  ,13.75124199,0.017202, PPPP
2030,11389771,1436.03, Kepler-301 c  ,5.41907617,0.014133, PPPP
2031,11599038,1437.01, Kepler-1751 b ,7.01738094,0.014827, PPPP
2034,11193263,1438.01, Kepler-848 b  ,6.91132318,0.012902, PPPP
2035,11027624,1439.01, Kepler-849 b  ,394.6247797,0.040894, PPPP
2036,11032227,1440.01, Kepler-850 b  ,7.19307993,0.014813, PPPP
2037,11356260,1441.01, Kepler-851 b  ,8.5070317,0.015756, PPPP
2038,11600889,1442.01, Kepler-407 b  ,0.6693107,0.010354, PPPP
2040,11043167,1444.01, Kepler-852 b  ,44.93052812,0.019196, PPPP
2041,11336883,1445.01, Kepler-853 b  ,7.1689665,0.00982, PPPP
2043,11336883,1445.03,               ,20.02761303,0.0052, PPNN
2055,7832356,1456.01, Kepler-855 b  ,7.88663578,0.072567, PPPP
2056,9643874,1457.01, Kepler-856 b  ,8.02768059,0.086596, PPPP
2057,12120943,1458.01,               ,8.98128401,0.064232, PPPP
2065,9512981,1466.01,               ,281.5628433,0.127902, PPPP
2069,9480310,1470.01, Kepler-1668 b ,15.43396657,0.038673, PPPP
2071,7761545,1472.01, Kepler-857 b  ,85.35138114,0.061737, PPPP
2072,7499398,1473.01,               ,23.02029966,0.071568, PPPP
2073,12365184,1474.01, Kepler-419 b  ,69.72616986,0.061698, PPPP
2074,4770365,1475.01, Kepler-1669 c ,1.6093192,0.024069, PPPP
2075,4770365,1475.02, Kepler-1669 b ,9.51219279,0.030468, PPPP
2076,4770365,1475.03,               ,4.72943361,0.018783, PPPP
2077,12406749,1476.01, Kepler-1752 b ,56.35861514,0.056497, PPPP
2078,7811397,1477.01,               ,169.501776,0.098976, PPPP
2079,12403119,1478.01, Kepler-858 b  ,76.1363047,0.049098, PPPP
2081,7512982,1480.01, Kepler-859 b  ,20.38179524,0.035607, PPPP
2082,7512982,1480.02,               ,7.00449357,0.013583, PPPP
2083,9597806,1481.01, Kepler-860 b  ,5.10136991,0.027443, PPPP
2088,7898352,1486.01, Kepler-302 c  ,127.2825278,0.092994, PPPP
2089,7898352,1486.02, Kepler-302 b  ,30.18365103,0.02848, PPPP
2091,9589323,1488.01, Kepler-861 b  ,3.94961829,0.02564, PPPP
2092,9823487,1489.01, Kepler-1753 b ,16.0046315,0.026041, PPPP
2094,9726659,1491.01, Kepler-862 b  ,3.14866478,0.021221, PPPP
2097,11821363,1494.01, Kepler-1754 b ,8.19593645,0.025215, PPPP
2098,7629518,1495.01, Kepler-863 b  ,15.59462677,0.027044, PPPP
2101,9636135,1498.01, Kepler-864 b  ,5.83377208,0.021219, PPPP
2102,9636135,1498.02,               ,2.42150496,0.012182, PPPP
2103,7841925,1499.01, Kepler-865 b  ,14.16399045,0.02443, PPPP
2104,7841925,1499.02,               ,0.84059639,0.006607, PPPP
2105,7841925,1499.03,               ,6.20922062,0.009167, PPPP
2107,7439316,1501.01, Kepler-866 b  ,2.61703452,0.020097, PPPP
2109,12400538,1503.01, Kepler-867 b  ,150.2419864,0.044324, PPPP
2111,9813499,1505.01, Kepler-868 b  ,5.03255335,0.018765, PPPP
2112,12254792,1506.01, Kepler-869 b  ,40.42855387,0.027756, PPPP
2113,12020218,1507.01, Kepler-870 b  ,21.35877207,0.023405, PPPP
2114,7690844,1508.01, Kepler-871 b  ,22.0458999,0.026052, PPPP
2116,11870545,1510.01,               ,0.83996181,0.020023, PPPP
2117,7901948,1511.01, Kepler-872 b  ,2.57885038,0.016806, PPPP
2121,7871954,1515.01, Kepler-303 b  ,1.93703277,0.016461, PPPP
2122,7871954,1515.02, Kepler-303 c  ,7.06117729,0.020558, PPPP
2123,12418724,1516.01, Kepler-873 b  ,20.55326328,0.024134, PPPP
2124,7456001,1517.01, Kepler-874 b  ,40.06869321,0.028765, PPPP
2125,7549209,1518.01, Kepler-875 b  ,27.50707769,0.022062, PPPP
2126,7663405,1519.01, Kepler-876 b  ,5.1443525,0.016067, PPPP
2127,7663405,1519.02,               ,57.1330809,0.018574, PPPP
2128,9765975,1520.01, Kepler-877 b  ,18.45850749,0.020907, PPPP
2129,9818462,1521.01, Kepler-878 b  ,25.94228767,0.021488, PPPP
2130,12266636,1522.01, Kepler-879 b  ,33.38569398,0.021618, PPPP
2131,12266636,1522.02,               ,12.6548733,0.009224, PPPF
2134,7869917,1525.01, Kepler-880 b  ,7.71466918,0.014215, PPPP
2135,7869917,1525.02,               ,11.80600303,0.008881, PPPN
2136,9824805,1526.01, Kepler-881 b  ,4.44451046,0.011872, PPPP
2137,7768451,1527.01,               ,192.6669181,0.03052, PPPP
2138,7691260,1528.01, Kepler-882 b  ,3.98954253,0.012612, PPPP
2139,9821454,1529.01, Kepler-59 c   ,17.97740337,0.013619, PPPP
2140,9821454,1529.02, Kepler-59 b   ,11.86959954,0.009511, PPPP
2141,11954842,1530.01, Kepler-883 b  ,12.98498414,0.014781, PPPP
2142,11764462,1531.01, Kepler-884 b  ,5.69920333,0.011515, PPPP
2143,11656246,1532.01, Kepler-885 b  ,18.11469592,0.01426, PPPP
2144,7808587,1533.01, Kepler-886 b  ,6.24144677,0.011696, PPPP
2145,4741126,1534.01, Kepler-887 b  ,20.42222647,0.012658, PPPP
2146,4741126,1534.02, Kepler-887 c  ,7.63844278,0.007814, PPPP
2147,11669125,1535.01, Kepler-888 b  ,70.69803143,0.017373, PPPP
2148,12159249,1536.01, Kepler-889 b  ,3.7444492,0.007848, PPPP
2149,9872292,1537.01,               ,10.19165488,0.007243, PPPP
2160,5475431,1546.01,               ,0.9175679,0.114366, PPPN
2161,5283458,1547.01,               ,30.69395181,0.123686, PPPP
2166,7984047,1552.01,               ,77.6342634,0.114028, PPPP
2167,7951018,1553.01, Kepler-890 b  ,52.75880608,0.069775, PPPP
2171,5371776,1557.01, Kepler-304 b  ,3.29570206,0.037102, PPPP
2172,5371776,1557.02, Kepler-304 d  ,9.65348279,0.032079, PPPP
2173,5371776,1557.03, Kepler-304 c  ,5.31595232,0.028027, PPPP
2174,5371776,1557.04, Kepler-304 e  ,1.49914177,0.014519, PPPP
2180,5308663,1562.02,               ,20.06828553,0.020478, PPPP
2181,5219234,1563.01, Kepler-305 b  ,5.48712478,0.032649, PPPP
2182,5219234,1563.02, Kepler-305 c  ,8.29085153,0.028651, PPPP
2183,5219234,1563.03, Kepler-305 e  ,3.20541109,0.019278, PPPP
2184,5219234,1563.04, Kepler-305 d  ,16.73878229,0.028429, PPPP
2185,5184584,1564.01, Kepler-891 b  ,53.44948613,0.053457, PPPP
2188,5438099,1567.01, Kepler-306 c  ,7.24020008,0.026276, PPPP
2189,5438099,1567.02, Kepler-306 b  ,4.6461998,0.019085, PPPP
2190,5438099,1567.03, Kepler-306 d  ,17.32677828,0.025328, PPPP
2191,5438099,1567.04, Kepler-306 e  ,44.84125679,0.029138, PPPP
2193,8009350,1569.01, Kepler-892 b  ,13.75210404,0.031186, PPPP
2194,8082001,1570.01, Kepler-893 b  ,6.33855676,0.024595, PPPP
2196,10004519,1572.01, Kepler-894 b  ,9.80321823,0.02621, PPPP
2197,5031857,1573.01, Kepler-1755 b ,24.81102806,0.0421, PPPP
2198,5031857,1573.02,               ,7.13693579,0.013813, PPPP
2199,10028792,1574.01, Kepler-87 b   ,114.7366498,0.066056, PPPP
2200,10028792,1574.02, Kepler-87 c   ,191.2388431,0.029636, PPFP
2201,10028792,1574.03,               ,5.83391524,0.010691, PPPP
2202,10028792,1574.04,               ,8.97721049,0.009071, PPPP
2204,5299459,1576.01, Kepler-307 b  ,10.41573181,0.025986, PPPP
2205,5299459,1576.02, Kepler-307 c  ,13.08424809,0.023288, PPPP
2207,12506770,1577.01, Kepler-895 b  ,2.80623449,0.022384, PPPP
2211,7939330,1581.01,               ,29.54178625,0.035867, PPPP
2212,7939330,1581.02, Kepler-896 b  ,144.5531616,0.0292, PPPP
2213,4918309,1582.01,               ,186.4355782,0.075726, PPPP
2214,12602568,1583.01, Kepler-897 b  ,8.04723024,0.020159, PPPP
2215,9941066,1584.01, Kepler-898 b  ,5.87063857,0.020245, PPPP
2216,5470739,1585.01, Kepler-899 b  ,19.17890932,0.025146, PPPP
2217,10022908,1586.01, Kepler-900 b  ,6.9912865,0.021002, PPPP
2218,9932970,1587.01,               ,52.97160015,0.112752, PPFP
2219,5617854,1588.01, Kepler-901 b  ,3.51749641,0.020663, PPPP
2220,5301750,1589.01, Kepler-84 b   ,8.72588834,0.019441, PPPP
2221,5301750,1589.02, Kepler-84 c   ,12.88282392,0.01968, PPPP
2222,5301750,1589.03, Kepler-84 e   ,27.43452289,0.019958, PPPP
2223,5301750,1589.04, Kepler-84 d   ,4.22453347,0.011765, PPPP
2224,5301750,1589.05, Kepler-84 f   ,44.55132164,0.017461, PPPP
2226,5542466,1590.01,               ,12.89015147,0.022044, PPPP
2227,5542466,1590.02, Kepler-1756 b ,2.35575084,0.014655, PPPP
2228,5542466,1590.03,               ,4.74670612,0.014476, PPPP
2229,10028140,1591.01, Kepler-1757 b ,19.65646729,0.026126, PPPP
2231,5289854,1593.01, Kepler-308 b  ,9.69504823,0.021009, PPPP
2232,5289854,1593.02, Kepler-308 c  ,15.38249624,0.021598, PPPP
2234,10006581,1595.01, Kepler-902 b  ,40.10982309,0.024543, PPPP
2235,10027323,1596.01, Kepler-309 b  ,5.92366352,0.018448, PPPP
